n_inmuebles;titulo;distrito;area;cuartos;aseos;latitud;longitud;precio;
5367;Departamento en Venta Mirabel, Chorrillos, Lima;Chorrillos;327.0;2.0;2.5;-12.163062400000001;-77.02411219999998;670000.0;
5368;Departamento en Venta Arriola, La Victoria, Lima;La Victoria;135.0;3.0;2.0;-12.081569227589776;-77.0128860598022;135000.0;
5369;Departamento en Venta Chacarilla Del Estanque, San Borja, San Borja, Lima;San Borja;313.0;3.0;4.0;-12.1103269538776;-76.98937674807127;515000.0;
5370;Departamento en Venta Pucala 128, San Miguel, Lima;San Miguel;91.0;3.0;2.0;-12.077660861686251;-77.10355117891237;128730.0;
5371;Departamento en Venta Avenido Manuel Cipriano Dulanto, Pueblo Libre, Lima;Pueblo Libre;48.0;2.0;2.0;-12.0787583;-77.06554150000001;82900.0;
5372;Departamento en Venta Pasaje 21, Esquina Con Calle 20 San Borja, San Borja, Lima;San Borja;141.0;3.0;4.0;-12.097513329007196;-76.98220930548246;274000.0;
5373;Departamento en Venta Av. Miro Quesada, San Isidro, Lima;San Isidro;173.0;3.0;3.0;-12.099167199999998;-77.04582470000003;445000.0;
5374;Departamento en Venta Jiron Las Gaviotas 1991, Santiago De Surco, Lima;Santiago de Surco;80.0;3.0;2.0;-12.161119056448236;-76.99485775291748;116500.0;
5375;Departamento en Venta Calle Las Violetas, San Luis, San Luis, Lima;San Luis;57.0;2.0;2.0;-12.078818585498944;-76.99276670422972;102000.0;
5376;Departamento en Venta Av. Sergio Bernales 524, Surquillo, Lima;Surquillo;96.0;3.0;2.0;-12.1169863;-77.01363559999999;140000.0;
5377;Departamento en Venta Av La Merced, Santiago De Surco, Lima;Santiago de Surco;93.0;3.0;2.0;-12.1338917;-77.00956280000003;175000.0;
5378;Departamento en Venta Calle B Con Calle Ariadna, Santiago De Surco, Lima;Santiago de Surco;57.0;2.0;1.0;-12.16057194731731;-76.99709408734135;69328.0;
5379;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;117.0;3.0;3.0;-12.119106025129534;-76.99046128487505;229000.0;
5380;Departamento en Venta Avenida Brasil 3740, Magdalena Del Mar, Lima;Magdalena del Mar;72.0;3.0;3.0;-12.093537300000001;-77.06898539999997;110000.0;
5381;Departamento en Venta El Recuerdo, Santiago De Surco, Lima;Santiago de Surco;189.0;3.0;4.0;-12.105090872550736;-76.96435959259031;355000.0;
5382;Duplex en Venta Calle Julian Arias Araguez, Miraflores, Lima;Miraflores;220.0;3.0;2.0;-12.126224888994017;-77.02017458465576;368000.0;
5383;Departamento en Venta Aurelio Miroquesada Cuadra 4 San Isidro, San Isidro, Lima;San Isidro;214.0;3.0;4.0;-12.099189091272926;-77.04577556850894;600000.0;
5384;Duplex en Venta Miraflores, Lima;Miraflores;372.0;3.0;5.0;-12.111061999999999;-77.03159129999999;890000.0;
5385;Duplex en Venta Cale Toledo 110, La Molina, Lima;La Molina;160.0;4.0;4.0;-12.1101286;-76.94370879999997;165000.0;
5386;Duplex en Venta Urbanización La Virreyna, Santiago De Surco, Lima;Santiago de Surco;265.0;5.0;6.0;-12.141608799999988;-76.99447625134279;335000.0;
5387;Departamento en Venta Av. Central 365 Ed 5 Apto 104 Alamos De Monterrico, Santiago De Surco, Lima;Santiago de Surco;150.0;3.0;4.0;-12.1416088;-76.99181550000003;250000.0;
5388;Departamento en Venta Av, Javier Prado, San Borja, Lima;San Borja;205.0;3.0;3.0;-12.089042210255313;-77.01209162583655;229000.0;
5389;Departamento en Venta Calle Manco Ii 768, San Miguel, Lima, San Miguel, Lima;San Miguel;88.0;3.0;3.0;-12.0769132;-77.10193099999998;133000.0;
5390;Departamento en Venta Telefonica, Los Olivos, Lima;Los Olivos;130.0;3.0;2.0;-11.9594023;-77.07604570000002;116000.0;
5391;Departamento en Venta Jr. Los Ciruelos Y Jr. Los Duraznos, San Juan De Lurigancho, Lima;San Juan de Lurigancho;116.0;3.0;2.0;-12.029377400000001;-76.93326150000001;95000.0;
5392;Departamento en Venta Cristobal De Peralta, Santiago De Surco, Lima;Santiago de Surco;95.0;3.0;2.0;-12.1120237;-76.97770980000001;149000.0;
5393;Departamento en Venta Pueblo Libre, Lima;Pueblo Libre;82.0;3.0;2.0;-12.067891;-77.06568800000002;124280.0;
5394;Departamento en Venta Pueblo Libre, Lima;Pueblo Libre;82.0;3.0;2.0;-12.067891;-77.06568800000002;127611.0;
5395;Duplex en Venta Avenida Velasco Astete, San Borja, Lima;San Borja;274.0;4.0;4.0;-12.1084579;-76.97447399999999;545000.0;
5396;Departamento en Venta Calle Preising, San Borja, Lima;San Borja;117.0;3.0;2.5;-12.0980693;-76.99046929999997;313000.0;
5397;Duplex en Venta Calle Rio Grande 345, Pueblo Libre, Lima;Pueblo Libre;90.0;2.0;2.0;-12.067700633950679;-77.05736307990111;130000.0;
5398;Duplex en Venta Av Pedro Venturo 3, Santiago De Surco, Lima;Santiago de Surco;197.0;4.0;3.0;-12.120610563208759;-76.99565901744381;250000.0;
5399;Departamento en Venta Calle San Martin 615 Barranco, Miraflores, Lima;Miraflores;70.0;2.0;3.0;-12.1265164;-77.0278801;180000.0;
5400;Departamento en Venta Simon Salguero, Santiago De Surco, Lima;Santiago de Surco;198.0;3.0;4.0;-12.131202205611668;-77.00579459573977;295000.0;
5401;Departamento en Venta • jr. Aldebarán - Urb. Polo Hund Club, Santiago De Surco, Lima, Santiago De Surco, Lima;Santiago de Surco;150.0;3.0;3.0;-12.1416088;-76.99181550000003;240000;
5402;Departamento en Venta Cayetano Heredia 152 Urbanización El Remanso De Santa Clara - Ate, Ate, Lima;Ate;76.0;3.0;2.0;-12.028840433784552;-76.88562535949404;89500.0;
5403;Departamento en Venta Calle Alfa Orion, Surquillo, Lima;Surquillo;117.0;3.0;3.5;-12.115734699999999;-77.01902280000002;185000.0;
5404;Departamento en Venta Urcon, Santiago De Surco, Lima;Santiago de Surco;192.0;4.0;4.0;-12.1416088;-76.99181550000003;450000.0;
5405;Duplex en Venta German Lapeyre, Santiago De Surco, Lima;Santiago de Surco;190.0;6.0;4.0;-12.130826054197893;-76.99361794445805;265000.0;
5406;Departamento en Venta Altura De La Av Condorcanqui, Carabayllo, Lima;Carabayllo;90.0;3.0;2.0;-11.792902;-76.98734769999999;60000.0;
5407;Departamento en Venta Carlos Gonzales 280, San Miguel, Lima;San Miguel;90.0;3.0;2.0;-12.075012800000001;-77.09194830000001;130000.0;
5408;Departamento en Venta Jirón Combate De Angamos 705, Santiago De Surco, Lima;Santiago de Surco;90.0;3.0;2.0;-12.1415521;-77.01132469999997;132000.0;
5409;Departamento en Venta Av. Las Gaviotas. Chorrillos., Chorrillos, Lima;Chorrillos;170.0;3.0;3.0;-12.1876499;-77.00776359999998;130500.0;
5410;Departamento en Venta Av. Del Rio 382, Pueblo Libre, Lima;Pueblo Libre;76.0;3.0;2.0;-12.0713632;-77.055339;110744.0;
5411;Departamento en Venta Av. Los Olivos ( Ex Av. Santa Rosa ), San Martin De Porres, Lima;San Martin de Porres;70.0;3.0;1.0;-11.9815573;-77.096882;46000.0;
5412;Departamento en Venta Ramón Ribeyro 1000, Miraflores, Lima;Miraflores;44.0;1.0;2.0;-12.133457491630578;-77.01818409999998;135000.0;
5413;Duplex en Venta Calle Nicolas Copernico 111, San Borja, Lima;San Borja;328.0;3.0;5.0;-12.101867645313874;-77.00969531704102;495000.0;240000.0
5414;Departamento en Venta Miraflores, Lima;Miraflores;155.0;2.0;4.0;-12.111061999999999;-77.03159129999999;420000.0;
5415;Departamento en Venta Av. Manuel Olguin N°745, Santiago De Surco, Lima;Santiago de Surco;108.0;3.0;3.0;-12.097267500000001;-76.97331859999997;250000.0;
5416;Departamento en Venta Jr. Tomasal, Santiago De Surco, Lima;Santiago de Surco;161.0;3.0;2.5;-12.115473741709929;-76.97025718308106;300000.0;
5417;Departamento en Venta Calle Los Claveles Mz A1 Lote 6, San Juan De Miraflores, Lima;San Juan de Miraflores;76.0;2.0;1.0;-12.171205699999998;-76.96986019999997;67527.0;
5418;Duplex en Venta Av. La Paz, Miraflores, Lima;Miraflores;151.0;4.0;3.0;-12.127011999999999;-77.02694079999998;380000.0;
5419;Duplex en Venta Cavallini, San Borja, Lima;San Borja;198.0;3.0;3.0;-12.0908532;-76.98987659999999;300000.0;
5420;Departamento en Venta Av. Salaverry, San Isidro, Lima;San Isidro;165.0;3.0;2.5;-12.102196481218815;-77.05779352543948;468112.0;
5421;Departamento en Venta Golf Los Incas Cerros De Camacho, Santiago De Surco, Lima;Santiago de Surco;420.0;3.0;4.0;-12.0888716;-76.96255450000002;530000.0;
5422;Departamento en Venta Catalino Miranda 217, Santiago De Surco, Lima;Santiago de Surco;118.0;3.0;2.0;-12.1375463;-77.0155115;148000.0;
5423;Departamento en Venta Av. De La Floresta, Santiago De Surco, Lima;Santiago de Surco;223.0;3.0;2.0;-12.115274699999999;-76.98722129999999;368000.0;
5424;Departamento en Venta Pedro Martinto ###, Barranco, Lima;Barranco;60.0;2.0;3.0;-12.140505099999999;-77.02481;199000.0;
5425;Departamento en Venta Jr Leoncio Prado, Pueblo Libre, Lima;Pueblo Libre;81.0;3.0;2.0;-12.0787583;-77.06554150000001;110721.0;
5426;Departamento en Venta Av Salaverry, Surquillo, Lima;Surquillo;105.0;3.0;2.0;-12.115734699999999;-77.01902280000002;170000.0;
5427;Departamento en Venta Juan De Aliaga, Magdalena Del Mar, Lima;Magdalena del Mar;97.0;3.0;2.0;-12.093011492993375;-77.05916158399201;192000.0;
5428;Departamento en Venta Higuereta, Santiago De Surco, Lima;Santiago de Surco;118.0;3.0;4.0;-12.1214359;-76.9916675;215000.0;
5429;Duplex en Venta Calle Toribio Pacheco 368, Miraflores, Lima;Miraflores;182.0;2.0;3.0;-12.114905300000002;-77.04585270000003;334000.0;
5430;Departamento en Venta Calle Porta, Miraflores, Lima;Miraflores;230.0;4.0;3.0;-12.1265464;-77.0326973;901600.0;
5431;Duplex en Venta Monte Casino, Santiago De Surco, Lima;Santiago de Surco;243.0;5.0;3.5;-12.1167893;-76.9784224;399000.0;
5432;Departamento en Venta Calle Los Cedros, San Isidro, Lima;San Isidro;214.0;3.0;4.0;-12.098826675157039;-77.04365289999998;620000.0;
5433;Duplex en Venta Calle Madre Selva 197 Urb La Floresta De Monterrico ,santiago De Surco, Santiago De Surco, Lima;Santiago de Surco;345.0;3.0;4.0;-12.1416088;-76.99181550000003;640000.0;
5434;Departamento en Venta Calle Orizola, San Isidro, Lima;San Isidro;414.0;6.0;4.0;-12.0971829;-77.03258499999998;568000.0;
5435;Departamento en Venta Jr Leoncio Prado, Pueblo Libre, Lima;Pueblo Libre;61.0;2.0;2.0;-12.0787583;-77.06554150000001;80744.0;
5436;Departamento en Venta Avda El Sol Oeste 203, Barranco, Barranco, Lima;Barranco;40.0;1.0;2.0;-12.139413821552546;-77.02395286826174;138000.0;
5437;Departamento en Venta Miraflores, Lima;Miraflores;71.0;1.0;1.5;-12.111061999999999;-77.03159129999999;188812.0;
5438;Duplex en Venta Calle Porta, Miraflores, Miraflores, Lima;Miraflores;166.0;3.0;2.0;-12.1262518;-77.03251849999998;398000.0;
5439;Departamento en Venta Av. Circunvalación Club Golf Los Incas, Santiago De Surco, Lima;Santiago de Surco;319.0;3.0;3.5;-12.0787945;-76.98777310000003;637540.0;
5440;Departamento en Venta Jr. Richard Strauss 270 Urb. Alamos De Monterrico, Surco, Santiago De Surco, Lima;Santiago de Surco;110.0;3.0;3.0;-12.108168280451432;-76.95563786480722;182000.0;
5441;Departamento en Venta Calle Los Jazmines Cuadra 2  Urb. Valle Hermoso, Santiago De Surco, Lima;Santiago de Surco;144.0;3.0;4.0;-12.127647788092768;-76.97603338215652;279000.0;
5442;Departamento en Venta Avenida Del Ejercito 4xx, Magdalena Del Mar, Lima;Magdalena del Mar;90.0;2.0;2.0;-12.098124983468649;-77.06849696295166;165000.0;
5443;LORD NELSON 345 -EXCLUSIVO PROYECTO DE DEPARTAMENTO;Miraflores;150.0;2.0;3.0;-12.11182;-77.03975020000001;405000.0;
5444;Departamento en Venta Buenavista, San Borja, Lima;San Borja;214.0;3.0;5.0;-12.106159636187027;-76.97997630793458;340000.0;
5445;Departamento en Venta Jr Amancaes, Casuarinas Alta, Santiago De Surco, Lima;Santiago de Surco;150.0;2.0;2.5;-12.125140812193074;-76.96937077496347;200000.0;
5446;Departamento en Venta Calle Loma De Los Suspiros 318, Santiago De Surco, Lima;Santiago de Surco;151.0;4.0;3.0;-12.136973534846973;-76.98601162926434;249000.0;
5447;Duplex en Venta Av. San Borja Sur, San Borja, Lima;San Borja;248.0;3.0;5.0;-12.0972833;-76.99510409999998;482500.0;
5448;Departamento en Venta Av. Salaverry, San Isidro, Lima;San Isidro;120.0;3.0;2.5;-12.102028634928903;-77.05753603337405;404414.0;
5449;Duplex en Venta Jr. Dos 680, San Borja, Lima;San Borja;289.0;4.0;4.0;-12.089456401234045;-76.98438520991216;390000.0;
5450;Penthouse en Venta Malecon 28 De Julio, Miraflores, Lima;Miraflores;587.0;3.0;5.0;-12.111061999999999;-77.03159129999999;1490000.0;
5451;Departamento en Venta Richard Strauss 190 Surco, Santiago De Surco, Lima;Santiago de Surco;97.0;3.0;2.0;-12.1416088;-76.99181550000003;149000.0;
5452;Departamento en Venta Las Garzas Sur 111, Surquillo, Lima;Surquillo;112.0;2.0;3.0;-12.115734699999999;-77.01902280000002;205000.0;
5453;Departamento en Venta Corpac , San Isidro, San Isidro, Lima;San Isidro;150.0;3.0;4.0;-12.0971829;-77.03258499999998;319788.0;
5454;Duplex en Venta Avenida San Borja Norte Cuadra 7, San Borja, Lima;San Borja;240.0;5.0;5.0;-12.093836099999999;-77.00000909999999;275000.0;
5455;Departamento en Venta Av Costanera, San Miguel, Lima;San Miguel;75.0;3.0;2.0;-12.084836850349562;-77.09816530321045;139496.0;
5456;Departamento en Venta Av. Salaverry, San Isidro, Lima;San Isidro;232.0;3.0;3.5;-12.102658057972477;-77.057707694751;573486.0;
5457;Departamento en Venta Av. Salaverry, San Isidro, Lima;San Isidro;154.0;3.0;2.5;-12.10205177005733;-77.05769273753663;415171.0;
5458;Duplex en Venta Calle Boulevard, Santiago De Surco, Lima;Santiago de Surco;252.0;4.0;4.5;-12.099765533886915;-76.97037928555302;390000.0;
5459;Departamento en Venta Av. Salaverry, San Isidro, Lima;San Isidro;110.0;2.0;2.5;-12.10223844277483;-77.0575789487183;356300.0;
5460;NUEVO PROYECTO EN ZONA RESIDENCIAL DE PUEBLO LIBRE;Pueblo Libre;68.0;2.0;2.0;-12.0787583;-77.06554150000001;102699.0;
5461;Departamento en Venta Calle Tomas Ramsey 915, Magdalena Del Mar, Lima;Magdalena del Mar;106.0;3.0;3.0;-12.090435300000001;-77.069999;225000.0;
5462;Departamento en Venta Surquillo, Lima;Surquillo;60.0;2.0;1.0;-12.11074338780624;-77.02458923081389;58000.0;
5463;Departamento en Venta Cerros De Camacho, Santiago De Surco, Lima;Santiago de Surco;320.0;3.0;5.0;-12.091358195666235;-76.96454618203127;760000.0;
5464;Departamento en Venta Chosica, Lima;Chosica;78.0;3.0;2.0;-11.976280117134692;-76.8043018454577;80000.0;
5465;Departamento en Venta Punta Hermosa, Lima;Punta Hermosa;130.0;3.0;2.0;-12.338885000000001;-76.82657710000002;145000.0;
5466;Departamento en Venta Punta Hermosa, Lima;Punta Hermosa;95.0;3.0;2.0;-12.338885000000001;-76.82657710000002;190000.0;
5467;Departamento en Venta San Martin De Porres, Lima;San Martin de Porres;135.0;4.0;4.0;-11.9991535;-77.09709750000002;125000.0;
5468;Departamento en Venta San Martin De Porres, Lima;San Martin de Porres;140.0;3.0;4.0;-11.9991535;-77.09709750000002;120000.0;
5469;Departamento en Venta Miraflores, Lima;Miraflores;114.0;3.0;3.0;-12.1182418;-77.01133099999998;290000.0;
5470;Departamento en Venta San Martin De Porres, Lima;San Martin de Porres;140.0;3.0;3.0;-11.9991535;-77.09709750000002;120000.0;
5471;Departamento en Venta Los Olivos, Lima;Los Olivos;75.0;2.0;1.0;-12.007292800000002;-77.07303760000002;75000.0;
5472;Departamento en Venta San Bartolo, Lima;San Bartolo;124.0;2.0;2.0;-12.406232119241036;-76.7758172133839;280000.0;
5473;Departamento en Venta San Martin De Porres, Lima;San Martin de Porres;143.0;3.0;4.0;-11.9991535;-77.09709750000002;117000.0;
5474;Departamento en Venta Los Olivos, Lima;Los Olivos;149.0;4.0;4.0;-11.936118680414006;-77.07821130752562;158000.0;
5475;Departamento en Venta Punta Hermosa, Lima;Punta Hermosa;140.0;3.0;3.0;-12.310804300000001;-76.81388040000002;195000.0;
5476;Departamento en Venta Lince, Lima;Lince;127.0;3.0;4.0;-12.0865164;-77.02713519999998;200000.0;
5477;Departamento en Venta Surquillo, Lima;Surquillo;60.0;2.0;1.0;-12.1217255;-77.00060100000002;69000.0;
5478;Departamento en Venta Rimac, Lima;Rimac;150.0;4.0;2.0;-12.027877499999999;-77.03244430000002;157000.0;
5479;Departamento en Venta Bre�a, Lima;Bre�a;154.0;4.0;2.0;-12.0513456;-77.09986809999998;43517.0;
5480;Departamento en Venta Lince, Lima;Lince;70.0;3.0;2.0;-12.0864703;-77.02686119999998;150000.0;
5481;Departamento en Venta Lince, Lima;Lince;70.0;3.0;2.0;-12.0864703;-77.02686119999998;129896.0;
5482;Departamento en Venta Lince, Lima;Lince;79.0;3.0;2.0;-12.0865164;-77.02713519999998;150000.0;
5483;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;113.0;3.0;3.0;-12.111759300000001;-76.96963659999999;160000.0;
5484;Departamento en Venta Lince, Lima;Lince;170.0;3.0;4.0;-12.0865164;-77.02713519999998;267000.0;
5485;Departamento en Venta Ate, Lima;Ate;230.0;4.0;3.0;-12.0497082;-76.93889910000001;220000.0;
5486;Departamento en Venta Lince, Lima;Lince;107.0;3.0;2.0;-12.0864703;-77.02686119999998;212000.0;
5487;Departamento en Venta La Molina, Lima;La Molina;97.0;3.0;2.0;-12.113705900000001;-76.93867949999998;105000.0;
5488;Departamento en Venta Pueblo Libre, Lima;Pueblo Libre;99.0;3.0;2.0;-12.0684815;-77.0674755;179472.0;
5489;Departamento en Venta Lince, Lima;Lince;70.0;2.0;1.0;-12.0864703;-77.02686119999998;129000.0;
5490;Departamento en Venta Pueblo Libre, Lima;Pueblo Libre;79.0;3.0;2.0;-12.0684815;-77.0674755;126122.0;
5491;Departamento en Venta General Belgrano, Pueblo Libre, Lima;Pueblo Libre;66.0;2.0;2.0;-12.0787583;-77.06554150000001;104356.0;
5492;Duplex en Venta Meliton Porras, Miraflores, Lima;Miraflores;364.0;3.0;4.0;-12.131406437201052;-77.02482934603273;1140000.0;
5493;Departamento en Venta General Belgrano, Pueblo Libre, Lima;Pueblo Libre;48.0;1.0;1.0;-12.0787583;-77.06554150000001;91582.0;
5494;Departamento en Venta Avenida Naciones Unidas, Cercado De Lima, Lima;Cercado de Lima;74.0;3.0;2.0;-12.046374;-77.04279340000001;84034.0;
5495;Departamento en Venta Calle Alfredo Salazar, Miraflores, Lima;Miraflores;147.0;3.0;2.0;-12.1090935;-77.03979859999998;299000.0;
5496;Departamento en Venta General Belgrano, Pueblo Libre, Lima;Pueblo Libre;78.0;3.0;2.0;-12.0787583;-77.06554150000001;123407.0;
5497;Departamento en Venta General Belgrano, Pueblo Libre, Lima;Pueblo Libre;41.0;1.0;1.0;-12.0787583;-77.06554150000001;65554.0;
5498;Departamento en Venta General Belgrano, Pueblo Libre, Lima;Pueblo Libre;79.0;3.0;2.0;-12.0787583;-77.06554150000001;124316.0;
5499;Departamento en Venta Cerros De Camacho, Santiago De Surco, Lima;Santiago de Surco;224.0;3.0;4.0;-12.091043471026966;-76.96463201271973;489000.0;
5500;Departamento en Venta Av Del Aire 1025 San Luis, San Luis, Lima;San Luis;72.0;3.0;2.0;-12.078666326336364;-77.00011990688479;96000.0;
5501;Departamento en Venta Malecón Armendariz, Miraflores, Lima;Miraflores;243.0;3.0;3.0;-12.133773025507061;-77.02827324022826;599000.0;
5502;Departamento en Venta San Lucas 169, Santiago De Surco, Lima;Santiago de Surco;224.0;4.0;4.0;-12.126816900000001;-76.9783736;408000.0;
5503;Departamento en Venta Los Patriotas, San Miguel, Lima;San Miguel;75.0;3.0;2.0;-12.077492999999999;-77.09340170000002;112845.0;
5504;Departamento en Venta General Belgrano, Pueblo Libre, Lima;Pueblo Libre;42.0;1.0;1.0;-12.0787583;-77.06554150000001;69311.0;
5505;Departamento en Venta Av De La Floresta, Santiago De Surco, Lima;Santiago de Surco;278.0;4.0;2.0;-12.115274699999999;-76.98722129999999;389000.0;
5506;Duplex en Venta Urb. Chacarilla, San Borja, Lima;San Borja;217.0;3.0;3.0;-12.0972833;-76.99510409999998;430000.0;
5507;Departamento en Venta Calle Los Claveles, Mz A-1, Lote 6, San Juan De Miraflores, Lima;San Juan de Miraflores;68.0;2.0;1.0;-12.171555381626256;-76.9697144144028;63385.0;
5508;Duplex en Venta Calle Vilcabamba 191, Santiago De Surco, Lima;Santiago de Surco;241.0;3.0;3.0;-12.114704476963913;-76.99329612954102;395000.0;
5509;Departamento en Venta Calle Los Claveles, San Juan De Miraflores, Lima;San Juan de Miraflores;68.0;2.0;1.0;-12.171205699999998;-76.96986019999997;52701.0;
5510;Duplex en Venta General Cordova, Miraflores, Lima;Miraflores;209.0;3.0;5.0;-12.111061999999999;-77.03159129999999;450000.0;
5511;Departamento en Venta Prol. Paseo La Castellana 1300, Santiago De Surco, Lima;Santiago de Surco;75.0;3.0;2.0;-12.14274344941056;-77.0094733852112;105000.0;
5512;Penthouse en Venta Av. Buenavista. Chacarilla San Borja, San Borja, Lima;San Borja;282.0;3.0;5.0;-12.107538008326587;-76.97972652537841;440000.0;
5513;Duplex en Venta Phillip Von Leonard, San Borja, Lima;San Borja;179.0;2.0;3.0;-12.10397967573297;-77.0103131767212;329000.0;
5514;Departamento en Venta Avenida Del Parque Sur, San Borja, Lima;San Borja;143.0;3.0;3.0;-12.100538084433017;-77.00998793729553;294000.0;
5515;Departamento en Venta Calle Los Claveles Mz A-1 Lote 6, San Juan De Miraflores, Lima;San Juan de Miraflores;72.0;2.0;1.0;-12.171366603693745;-76.96965540580447;60324.0;
5516;Departamento en Venta Pentagonito, San Borja, Lima;San Borja;121.0;3.0;4.0;-12.0972833;-76.99510409999998;236000.0;
5517;Departamento en Venta San Martin De Porres, Lima;San Martin de Porres;170.0;5.0;2.0;-12.012616099999999;-77.05654470000002;160000.0;
5518;Penthouse en Venta Urb. Aurora, Miraflores, Lima;Miraflores;370.0;3.0;3.5;-11.9542524;-77.04418049999998;565000.0;
5519;Departamento en Venta Calle Manco Ii N° 300, San Miguel, Lima;San Miguel;106.0;3.0;2.0;-12.0802471;-77.09480400000002;138500.0;
5520;Duplex en Venta Jr. Tarapacá 136, Magdalena Del Mar, Lima;Magdalena del Mar;147.0;5.0;3.0;-12.090716699999998;-77.06779250000001;182000.0;
5521;Departamento en Venta Av. Alfredo Mendiola 6821, Los Olivos, Lima;Los Olivos;74.0;3.0;2.0;-11.94957790011255;-77.07100314705201;82533.0;
5522;Departamento en Venta Calle Paseo De La Republica Y Av. Vicus, Santiago De Surco, Lima;Santiago de Surco;87.0;3.0;3.0;-12.1401888;-77.00504959999999;145000.0;
5523;Penthouse en Venta Barranco, Lima;Barranco;639.0;4.0;5.0;-9.10333;-77.78305999999999;3250000.0;
5524;Departamento en Venta Av De La Aviación 360, Miraflores, Lima;Miraflores;96.0;3.0;2.0;-12.121032099999999;-77.04078550000003;378236.0;
5525;Departamento en Venta Av. Paseo De La República 5187, Miraflores, Lima;Miraflores;70.0;2.0;2.0;-12.1166006;-77.02641449999999;165066.0;
5526;Departamento en Venta Av. Jose Pardo 570, Miraflores, Lima;Miraflores;110.0;3.0;4.0;-12.118971400000001;-77.034267;270000.0;
5527;Departamento en Venta Jirón Saco Oliveros 125, Cercado De Lima 15046, Perú, Cercado De Lima, Lima;Cercado de Lima;95.0;3.0;2.0;-12.068392031723686;-77.03778769895018;158000.0;
5528;Departamento en Venta Esquina De Buganvilla Con Cristobal De Peralta (panamericana), Santiago De Surco, Lima;Santiago de Surco;120.0;3.0;3.5;-12.116957800000002;-76.9764816;185000.0;
5529;Departamento en Venta Cruce Av. Las Palmeras, Los Olivos, Lima;Los Olivos;80.0;3.0;2.0;-11.988180698828035;-77.0736853560669;95000.0;
5530;Departamento en Venta Avenida Velasco Astete, San Borja, Lima;San Borja;213.0;3.0;3.0;-12.092130379518668;-76.98570389895019;349000.0;
5531;Departamento en Venta Av Brasil, Pueblo Libre, Lima;Pueblo Libre;86.0;2.0;1.0;-12.0787583;-77.06554150000001;116000.0;
5532;Departamento en Venta Av. Tacna San Miguel, San Miguel, Lima;San Miguel;118.0;3.0;2.0;-12.0909569;-77.07789170000002;165000.0;
5533;Departamento en Venta Espalda De Universidad De Lima, Santiago De Surco, Lima;Santiago de Surco;42.0;1.0;1.0;-12.1416088;-76.99181550000003;90618.0;
5534;Departamento en Venta Espalda De La Universidad De Lima, Santiago De Surco, Lima;Santiago de Surco;60.0;2.0;2.0;-12.1416088;-76.99181550000003;130236.0;
5535;Duplex en Venta Montes De Oro, Santiago De Surco, Lima;Santiago de Surco;324.0;4.0;5.0;-12.113092199999999;-76.97899789999997;600000.0;
5536;Departamento en Venta Avenida Salaverry Y San Felipe, Jesus Maria, Lima;Jesus Maria;84.0;3.0;2.0;-12.0750295;-77.04352890000001;168380.0;
5537;Departamento en Venta Urb. Taurija, Los Olivos, Lima;Los Olivos;156.0;3.0;3.0;-12.003585126415233;-77.07092878363649;79000.0;
5538;Penthouse en Venta Chacarilla Del Estanque, Santiago De Surco, Lima;Santiago de Surco;190.0;3.0;3.0;-12.0693796;-76.93857809999997;319000.0;
5539;Departamento en Venta Calle Las Uvas, Santiago De Surco, Lima;Santiago de Surco;70.0;2.0;2.0;-12.136496300000001;-77.0092545;125000.0;
5540;Departamento en Venta Monte Mayor, Santiago De Surco, Lima;Santiago de Surco;189.0;3.0;2.5;-12.1144254;-76.98728590000002;350000.0;
5541;Departamento en Venta Cristobal De Peralta, Santiago De Surco, Lima;Santiago de Surco;105.0;3.0;4.0;-12.120835099999999;-76.97687940000003;185000.0;
5542;Duplex en Venta Av. José Gálvez Barrenechea 699, San Borja, Lima;San Borja;196.0;3.0;3.0;-12.1001746;-77.01182469999998;349900.0;
5543;Duplex en Venta Av. Primavera, Santiago De Surco, Lima;Santiago de Surco;282.0;3.0;4.0;-12.103116991862976;-76.96284060676271;350000.0;
5544;Departamento en Venta Malecon Costa Sur, Chorrillos, Lima;Chorrillos;264.0;3.0;3.0;-12.1876499;-77.00776359999998;420428.0;
5545;Departamento en Venta Avenida Samuel Alcazar 110, Rimac, Lima;Rimac;71.0;3.0;2.0;-12.031863542520929;-77.02653893220213;90000.0;
5546;Departamento en Venta Manuel Olguin, Surco, Santiago De Surco, Lima;Santiago de Surco;104.0;3.0;3.0;-12.0995256;-76.97312999999997;225000.0;
5547;Departamento en Venta Calle Las Laderas De Las Casuarinas 128 Surco, Santiago De Surco, Lima;Santiago de Surco;150.0;3.0;4.0;-12.113978300000001;-76.97101839999998;300000.0;
5548;Departamento en Venta Cerros De Camacho, Santiago De Surco, Lima;Santiago de Surco;270.0;3.0;5.0;-12.1416088;-76.99181550000003;589000.0;
5549;Departamento en Venta Alameda Del Crepúsculo 200, Santiago De Surco, Lima;Santiago de Surco;269.0;3.0;4.0;-12.1254295;-76.9873088;390000.0;
5550;Departamento en Venta Calle Los Claveles Mz  A-1 , Lote 6, San Juan De Miraflores, Lima;San Juan de Miraflores;68.0;2.0;1.0;-12.171205699999998;-76.96986019999997;64376.0;
