n_inmuebles;titulo;distrito;area;cuartos;aseos;latitud;longitud;precio;
7843;Departamento en Venta Av. Del Parque, San Isidro, Lima;San Isidro;161.0;2.0;3.0;-12.094175;-77.01746;340000.0;
7844;Departamento en Venta Calle Los Cedros Con Jacaranda, Santiago De Surco, Lima;Santiago de Surco;111.0;3.0;2.0;-12.128603;-76.97547;265000.0;
7845;Departamento en Venta Enrique Palacios, Miraflores, Lima;Miraflores;107.0;2.0;1.0;-12.111061999999999;-77.03159129999999;135000.0;
7846;Departamento en venta Malecon De La Marina, Miraflores, Lima;Miraflores;179.0;3.0;4.0;-12.1159593;-77.0477419;429377.0;
7847;Departamento en Venta Av. Del Parque, San Isidro, Lima;San Isidro;163.0;3.0;3.0;-12.093735;-77.0179;342000.0;
7848;Departamento en Venta Frente A Parque Cerrado, San Borja, Lima;San Borja;190.0;3.0;3.0;-12.107922;-76.990814;485000.0;
7849;Departamento en Venta Los Sauces 315 Dpto 1002, San Isidro, Lima;San Isidro;160.0;3.0;2.5;-12.0971829;-77.03258499999998;300000.0;
7850;Departamento en Venta Comandante Espinar, Miraflores, Miraflores, Lima;Miraflores;116.0;3.0;2.5;-12.111061999999999;-77.03159129999999;135000.0;
7851;Departamento en Venta Surquillo, Lima;Surquillo;122.0;3.0;2.0;32.6610601;-115.43912060000002;219897.0;
7852;Departamento en Venta General Cordova, Miraflores, Lima;Miraflores;240.0;3.0;3.0;-12.111061999999999;-77.03159129999999;455173.0;
7853;Departamento en Venta Calle Chiclayo  , Miraflores, Lima;Miraflores;106.0;2.0;2.0;-12.114824;-77.03894;250000.0;
7854;Departamento en Venta Velasco Astete 721 , Santiago De Surco, Lima;Santiago de Surco;365.0;3.0;3.0;-12.187285000000001;-76.99849;750000.0;
7855;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;1600.0;8.0;10.0;-12.12699;-76.98438;6000000.0;
7856;Departamento en Venta Alt.cerca De La  Av. Belich, Santiago De Surco, Lima;Santiago de Surco;211.0;3.0;2.0;-12.141608999999999;-76.99181;290000.0;
7857;Departamento en Venta Manuel Gonzales De La Rosa 4, Magdalena Del Mar, Lima;Magdalena del Mar;146.0;3.0;2.0;-12.095892;-77.05757;280683.0;
7858;Departamento en Venta Los Ficus 3xx Dpto 102, San Isidro, Lima;San Isidro;269.0;3.0;4.0;-12.094135000000001;-77.03953;580000.0;
7859;Departamento en venta Calle Precursores 1, Santiago De Surco, Lima;Santiago de Surco;130.0;3.0;3.0;-12.008037199999999;-77.08717220000001;219000.0;
7860;Departamento en Venta Velasco Astete 721 , Santiago De Surco, Lima;Santiago de Surco;365.0;3.0;3.0;-12.187459;-76.99854;620000.0;
7861;Departamento en Venta Basadre 9xx Dpto 701, San Isidro, Lima;San Isidro;396.0;3.0;3.5;-12.095147;-77.04098;770000.0;
7862;Departamento en Venta Manuel Gonzales De La Rosa , Magdalena Del Mar, Lima;Magdalena del Mar;144.0;3.0;2.0;-12.096076;-77.05717;278129.0;
7863;Departamento en Venta Urb.santa Luisa, Cercado De Lima, Lima;Cercado de Lima;270.0;4.0;3.0;-12.071161;-77.109024;110000.0;
7864;Departamento en Venta Av. Del Parque, San Isidro, Lima;San Isidro;170.0;3.0;3.0;-12.093273;-77.01826;356000.0;
7865;Departamento en Venta Surquillo, Lima;Surquillo;99.0;3.0;2.0;-12.1295282;-77.01798550000002;184408.0;
7866;Penthouse en venta Camino Real 9, San Isidro, Lima;San Isidro;364.0;5.0;3.0;-12.0999999;-77.03623679999998;1064442.0;
7867;Departamento en Venta Av. Del Parque, San Isidro, Lima;San Isidro;163.0;3.0;3.0;-12.094091;-77.017555;340000.0;
7868;Penthouse en venta Calle Batallon Tarma Cuadra 5, Santiago De Surco, Lima;Santiago de Surco;302.0;2.0;4.0;-12.1253429;-76.98160459999997;620000.0;
7869;Departamento en Venta San Luis, Lima;San Luis;105.0;5.0;2.0;-12.044324900000001;-76.89290389999995;99000.0;
7870;Departamento en Venta Malecon De Miraflores, Cercado De Lima, Lima;Cercado de Lima;482.0;3.0;4.0;-12.129009;-77.03465;869656.0;
7871;Departamento en Venta San Miguel, Lima;San Miguel;84.0;3.0;2.0;-12.0746093;-77.09202979999998;110433.0;
7872;Departamento en Venta La Molina Av. Constructores 2do Piso, La Molina, Lima;La Molina;100.0;3.0;2.0;-12.082019599999999;-76.92823399999997;150000.0;
7873;Departamento en venta Calle Baca Flor 6, Santiago De Surco, Lima;Santiago de Surco;175.0;2.0;2.0;-12.073216;-77.07020779999998;205000.0;
7874;Departamento en Venta Miraflores, Lima;Miraflores;225.0;3.0;4.0;-12.111174;-77.031176;787500.0;
7875;Departamento en Venta Basadre 9xx Dpto 502, San Isidro, Lima;San Isidro;201.0;3.0;3.5;-12.095125999999999;-77.04101999999999;560000.0;
7876;Departamento en Venta Los Ficus 3xx Dpto 401, San Isidro, Lima;San Isidro;415.0;3.0;4.0;-12.094345;-77.039505;760000.0;
7877;Departamento en Venta San Miguel, Lima;San Miguel;102.0;3.0;2.0;-12.077136;-77.10189400000002;174000.0;
7878;Departamento en Venta San Miguel, Lima;San Miguel;101.0;3.0;2.0;-12.077136;-77.10189400000002;171000.0;
7879;Departamento en Venta San Miguel, Lima;San Miguel;90.0;3.0;2.0;-12.077136;-77.10189400000002;161000.0;
7880;Departamento en Venta Comas, Lima;Comas;380.0;5.0;3.0;-11.9299805;-77.05354100000001;180000.0;
7881;Departamento en Venta Miraflores, Lima;Miraflores;102.0;2.0;3.0;-12.111823699999999;-77.03231349999999;210000.0;
7882;Departamento en Venta Surquillo, Lima;Surquillo;109.0;3.0;2.0;-12.1295282;-77.01798550000002;180774.0;
7883;Departamento en Venta Basadre 9xx Dpto 102, San Isidro, Lima;San Isidro;222.0;2.0;2.5;-12.0951957;-77.0412665;470000.0;
7884;Departamento en Venta Pucusana, Lima;Pucusana;123.0;3.0;2.0;-12.479954306483526;-76.79503524008942;137000.0;
7885;Departamento en Venta Alberto Del Campo 4xx Piso 7, San Isidro, Lima;San Isidro;130.0;3.0;3.0;-12.096465;-77.05794499999999;227000.0;
7886;Departamento en Venta Chucuito, Cercado De Lima, Lima;Cercado de Lima;105.0;3.0;3.0;-12.065577000000001;-77.15413000000001;85000.0;
7887;Departamento en Venta Condominio Cercano De Av. Brasil, Magdalena Del Mar, Lima;Magdalena del Mar;90.0;4.0;3.0;-12.046374;-77.04279340000001;135000.0;
7888;Departamento en Venta Las Dalias , Miraflores, Lima;Miraflores;263.0;3.0;4.0;-12.130111;-77.02901;520000.0;
7889;Departamento en Venta Cuadra 6 De Avenida Lima, San Miguel, Lima;San Miguel;99.0;3.0;2.0;-12.047213099999999;-77.04280759999999;128000.0;
7890;Departamento en Venta Calle San Martin , Dpto. 201, Barranco, Lima;Barranco;113.0;2.0;2.0;-12.1249326;-77.03202160000002;287900.0;
7891;Departamento en Venta Edificio Ubicado En La Calle Tarata., Miraflores, Lima;Miraflores;181.0;4.0;3.0;-12.123479;-77.02812;290000.0;
7892;Departamento en Venta San Isidro, Lima;San Isidro;310.0;4.0;6.0;-12.0988419;-77.03541159999997;992000.0;
7893;Departamento en Venta Carabayllo, Lima;Carabayllo;82.0;3.0;2.0;-11.792902;-76.98734769999999;50000.0;
7894;Departamento en Venta Golf De Los Incas, Santiago De Surco, Lima;Santiago de Surco;215.0;3.0;3.0;-12.083752;-76.96266999999999;465000.0;
7895;Departamento en Venta Jr Camilo Carrillo, Santiago De Surco, Lima;Santiago de Surco;75.0;3.0;2.0;-12.1416088;-76.99181550000003;93000.0;
7896;Departamento en Venta Basadre 9xx Dpto 201, San Isidro, Lima;San Isidro;214.0;3.0;3.5;-12.0951957;-77.0412665;510000.0;
7897;Departamento en Venta Vipol De Naranjal, San Martin De Porres, Lima;San Martin de Porres;122.0;4.0;2.0;-11.9631364;-77.0902615;52000.0;
7898;Departamento en Venta Los Ciruelos 1, La Molina, Lima;La Molina;100.0;3.0;2.0;-12.066842;-76.963356;190000.0;
7899;Departamento en Venta Ca Palma De Mallorca 294, Ate, Lima;Ate;76.0;3.0;2.0;-12.051903631914445;-76.94367909141238;76000.0;
7900;Departamento en Venta Manuel Gonzales De La Rosa 4, Magdalena Del Mar, Lima;Magdalena del Mar;146.0;3.0;2.0;-12.095892;-77.05757;280683.0;
7901;Departamento en Venta Manuel Gonzales De La Rosa , Magdalena Del Mar, Lima;Magdalena del Mar;147.0;3.0;2.0;-12.096076;-77.05717;311043.0;
7902;Departamento en Venta Manuel Gonzales De La Rosa , Magdalena Del Mar, Lima;Magdalena del Mar;147.0;3.0;2.0;-12.096076;-77.05717;321942.0;
7903;Departamento en Venta Tudela Y Varela 2xx Dpto 602, Miraflores, Lima;Miraflores;265.0;4.0;3.5;-12.108913000000001;-77.04085;689000.0;
7904;Departamento en Venta Manuel Gonzales De La Rosa , Magdalena Del Mar, Lima;Magdalena del Mar;147.0;3.0;2.0;-12.096076;-77.05717;318201.0;
7905;Departamento en Venta Av. Del Parque, San Isidro, Lima;San Isidro;268.0;2.0;3.0;-12.093630000000001;-77.0174;461000.0;
7906;Departamento en Venta Los Ficus 3xx Dpto 302, San Isidro, Lima;San Isidro;220.0;3.0;3.0;-12.094576;-77.0394;530000.0;
7907;Duplex en Venta Calle Venecia 120 Chacarilla, San Borja, Lima;San Borja;200.0;3.0;4.0;-12.109703861231162;-76.99132754970701;290000.0;
7908;Departamento en Venta Manuel Gonzales De La Rosa , Magdalena Del Mar, Lima;Magdalena del Mar;130.0;3.0;2.0;-12.096076;-77.05717;296870.0;
7909;Departamento en Venta San Miguel, Lima;San Miguel;95.0;3.0;2.0;-12.0652769;-77.10417129999995;110000.0;
7910;Departamento en Venta Avenida El Sol N° 2, Surco, Santiago De Surco, Lima;Santiago de Surco;110.0;3.0;2.0;-12.146747657961187;-76.99006936256558;100000.0;
7911;Departamento en Venta Rimac, Lima;Rimac;100.0;2.0;1.0;-12.025228;-77.02604059;45000.0;
7912;Departamento en Venta Cll. Ágata 1351-1353 Urb. Angélica Gamarra De León Velarde, Los Olivos, Lima;Los Olivos;80.0;3.0;2.0;-11.989932900461838;-77.0792399512451;87000.0;
7913;Departamento en Venta Surquillo, Lima;Surquillo;65.0;2.0;2.0;32.6610601;-115.43912060000002;123547.0;
7914;Departamento en Venta Surquillo, Lima;Surquillo;68.0;2.0;2.0;32.6610601;-115.43912060000002;119405.0;
7915;Departamento en Venta Cerca Sucre Y Bolivar, Pueblo Libre, Lima;Pueblo Libre;67.0;2.0;2.0;-12.0787583;-77.06554150000001;102641.0;
7916;Departamento en Venta Calle Tudela Y Varela, San Isidro, Lima;San Isidro;198.0;2.0;2.5;-12.0971829;-77.03258499999998;490000.0;
7917;Departamento en Venta Manuel Gonzales De La Rosa , Magdalena Del Mar, Lima;Magdalena del Mar;130.0;3.0;2.0;-12.096076;-77.05717;287194.0;
7918;Departamento en Venta Sucre Y Bolivar, Pueblo Libre, Lima;Pueblo Libre;82.0;3.0;3.0;-12.0787583;-77.06554150000001;126651.0;
7919;Departamento en Venta Miraflores, Lima;Miraflores;305.0;4.0;4.0;-12.111174;-77.031176;1403000.0;
7920;Departamento en Venta Av. Del Parque, San Isidro, Lima;San Isidro;248.0;2.0;3.0;-12.09407;-77.01723;412000.0;
7921;Departamento en Venta Av El Sol # 33, Barranco, Lima;Barranco;144.0;3.0;4.0;-12.138838;-77.02505;320000.0;
7922;Departamento en Venta Calle Trinidad 515 Chacarilla San Borja, San Borja, Lima;San Borja;86.0;3.0;3.0;-12.110002;-76.99145;181000.0;
7923;Departamento en Venta Tudela Y Varela Xxx Dpto 102, San Isidro, Lima;San Isidro;310.0;3.0;4.5;-12.1087055;-77.04111;715000.0;
7924;Departamento en Venta Malecón De La Marina, Miraflores, Lima;Miraflores;224.0;3.0;3.0;-12.1159456;-77.04775459999995;850000.0;
7925;Departamento en Venta Jr Domingo Casanova Nº415, Lince, Lima;Lince;106.0;3.0;2.0;-12.089243;-77.03050999999999;135000.0;
7926;Departamento en Venta Emancipacion, La Molina, Lima;La Molina;89.0;3.0;2.0;-12.082019599999999;-76.92823399999997;140000.0;
7927;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;114.0;4.0;2.0;-12.164643417258212;-76.997230052948;125000.0;
7928;Departamento en Venta Av. Los Ingenieros, La Molina, Lima;La Molina;100.0;2.0;2.0;-12.0668406;-76.94941570000003;180000.0;
7929;Departamento en venta Malecon De La Marina, Miraflores, Lima;Miraflores;333.0;4.0;5.0;-12.1159593;-77.0477419;695330.0;
7930;Departamento en Venta Calle Nº 2 Mz I Lote 2, Cercado De Lima, Lima;Cercado de Lima;151.0;3.0;3.0;-12.047816000000001;-77.0622;98000.0;
7931;Departamento en Venta Jose Gonzales Cdra 4, Miraflores, Lima;Miraflores;129.0;2.0;2.0;-12.161508999999999;-76.95568;259000.0;
7932;Departamento en Venta Batallon Tarma Cuadra 3 Piso 3, Santiago De Surco, Lima;Santiago de Surco;260.0;3.0;4.0;-12.123746;-76.9801;420000.0;
7933;Duplex en Venta Calle Tudela Y Varela, San Isidro, Lima;San Isidro;251.0;3.0;2.5;-12.1083433;-77.04051859999998;915000.0;
7934;Departamento en Venta Portada Del Sol - Los Fresnos, La Molina, Lima;La Molina;98.0;3.0;2.0;-12.082019599999999;-76.92823399999997;130000.0;
7935;Departamento en Venta Bellavista, Santiago De Surco, Lima;Santiago de Surco;220.0;3.0;3.0;-12.124176;-76.97164000000001;330000.0;
7936;Departamento en Venta Calle Tacna, Barranco, Lima;Barranco;75.0;1.0;1.0;-12.1114692;-77.02804049999997;210600.0;
7937;Departamento en Venta Calle Manco Capac, Miraflores, Lima;Miraflores;167.0;2.0;2.5;-12.128113;-77.02883280000003;340000.0;
7938;Departamento en Venta Av De Los Precursores Surco, Santiago De Surco, Lima;Santiago de Surco;300.0;4.0;3.0;-12.1160054;-76.9802482;450000.0;
7939;Departamento en Venta Chaclacayo, Lima;Chaclacayo;58.0;3.0;2.0;-11.994764199999999;-76.76827750000002;66026.0;
7940;Departamento en Venta San Isidro, Lima;San Isidro;416.0;3.0;4.0;-12.0971829;-77.032585;2000000.0;
7941;Departamento en Venta Piura, Miraflores, Lima;Miraflores;186.0;2.0;2.0;-12.115917;-77.03293000000001;360000.0;
7942;Departamento en Venta Tudela Y Varela Xxx Dpto 501, San Isidro, Lima;San Isidro;398.0;3.0;3.5;-12.1087265;-77.04111;915000.0;
7943;Departamento en Venta San Miguel, Lima;San Miguel;88.0;3.0;2.0;-12.077136;-77.10189400000002;130000.0;
7944;Departamento en Venta San Miguel, Lima;San Miguel;86.0;3.0;2.0;-12.077136;-77.10189400000002;129000.0;
7945;Departamento en Venta San Miguel, Lima;San Miguel;86.0;3.0;2.0;-12.077136;-77.10189400000002;129000.0;
7946;Departamento en Venta San Miguel, Lima;San Miguel;86.0;3.0;2.0;-12.077136;-77.10189400000002;129000.0;
7947;Departamento en Venta San Miguel, Lima;San Miguel;88.0;3.0;2.0;-12.077136;-77.10189400000002;130000.0;
7948;Departamento en Venta San Miguel, Lima;San Miguel;86.0;3.0;2.0;-12.077136;-77.10189400000002;129000.0;
7949;Departamento en Venta Surquillo, Lima;Surquillo;65.0;2.0;2.0;-12.1295282;-77.01798550000002;120296.0;
7950;Departamento en Venta Av.galvez Barrenechea, San Isidro, Lima;San Isidro;197.0;3.0;3.5;-12.0981134;-77.01276940000002;354000.0;
7951;Departamento en Venta Av. Velasco Astete, Santiago De Surco, Lima;Santiago de Surco;138.0;3.0;2.5;-12.0937778;-76.98562830000003;280000.0;
7952;Departamento en Venta San Miguel, Lima;San Miguel;82.0;3.0;2.0;-12.077492999999999;-77.09340170000002;115000.0;
7953;Departamento en Venta San Miguel, Lima;San Miguel;71.0;2.0;2.0;-12.0746093;-77.09202979999998;95889.0;
7954;Departamento en Venta Tomasal, Santiago De Surco, Lima;Santiago de Surco;278.0;4.0;4.0;-12.113503999999999;-76.968735;498000.0;
7955;Departamento en Venta Urb. Vista Alegre, Santiago De Surco, Lima;Santiago de Surco;114.0;3.0;4.0;-12.1642731;-76.99392790000002;220000.0;
7956;Departamento en Venta Av. Victor Azamora 510, Surquillo, Lima;Surquillo;100.0;3.0;3.0;-12.11611233462222;-77.01476345208438;145000.0;
7957;Departamento en Venta Espalda Del Estudio 4, Barranco, Lima;Barranco;78.0;2.0;2.0;-12.141960000000001;-77.01671;180505.0;
7958;Departamento en Venta Coop.virgen De Fátima Mz. L Lt.05 Calle 11, San Martin De Porres, Lima;San Martin de Porres;105.0;3.0;2.0;-11.9640658;-77.08018990000001;85000.0;
7959;Departamento en Venta Tudela Y Varela Xxx Dpto 202, San Isidro, Lima;San Isidro;198.0;2.0;2.5;-12.108664;-77.04111;490000.0;
7960;Departamento en Venta Fanning, Miraflores, Lima;Miraflores;136.0;1.0;1.0;-12.111061999999999;-77.03159129999999;448000.0;
7961;Departamento en Venta Santiago De Surco, Lima;Santiago de Surco;181.0;3.0;4.0;-12.123091575240608;-76.98403358459474;339880.0;
7962;Departamento en Venta Av.galvez Barrenechea, San Isidro, Lima;San Isidro;114.0;2.0;2.5;-12.0981134;-77.01276940000002;227000.0;
7963;Departamento en Venta Calle Valdelomar 665 - Pueblo Libre, Pueblo Libre, Lima;Pueblo Libre;95.0;2.0;2.0;-12.0679045;-77.0657071;138000.0;
7964;Departamento en Venta Surquillo, Lima;Surquillo;120.0;4.0;2.0;-12.112872857787956;-77.00113038488303;126000.0;
7965;Departamento en Venta Calle Islas San Martin 278, Chorrillos, Lima;Chorrillos;125.0;4.0;3.0;-12.207031117272475;-77.01369189110709;140000.0;
7966;Duplex en Venta La Floresta , Surco, Santiago De Surco, Lima;Santiago de Surco;331.0;3.0;3.5;-12.162680900000002;-76.98338769999998;592000.0;
7967;Departamento en Venta Morro Solar, Santiago De Surco, Lima;Santiago de Surco;121.0;3.0;2.5;-12.111930000000001;-76.97845500000001;235000.0;
7968;Departamento en Venta Miraflores, Lima;Miraflores;125.0;3.0;2.0;-12.111174;-77.031176;400000.0;
7969;Departamento en Venta Av. Del Parque, San Isidro, Lima;San Isidro;90.0;1.0;2.0;-12.099839;-77.024666;190000.0;
7970;Departamento en Venta Surquillo, Lima;Surquillo;71.0;2.0;2.0;-12.1295282;-77.01798550000002;136767.0;
7971;Departamento en Venta Tudela Y Varela Xxx Dpto 502, San Isidro, Lima;San Isidro;257.0;2.0;2.5;-12.108789;-77.04119;620000.0;
7972;Departamento en Venta Unidad Vecinal Matute Block 34 B, La Victoria, Lima;La Victoria;71.0;2.0;2.0;-12.073436000000001;-77.02073289999998;66000.0;
7973;Departamento en Venta Av. Malecon Ferreyros 257 Dpto 2do Piso, Ancon, Lima;Ancon;233.0;5.0;3.0;-11.7099743;-77.12550550000003;175000.0;
7974;Departamento en Venta Samuel Márquez, Miraflores, Lima;Miraflores;115.0;3.0;2.0;-12.133414;-77.022316;185000.0;
7975;Departamento en Venta Alfredo Salazar, San Isidro, Lima;San Isidro;245.0;3.0;3.0;-12.106388;-77.041985;780000.0;
7976;Departamento en Venta Surquillo, Lima;Surquillo;60.0;2.0;2.0;-12.1295282;-77.01798550000002;112150.0;
7977;Departamento en Venta jiron 28 De Julio 593 Esquina Con Calle Tacna. Magdalena., Magdalena Del Mar, Lima;Magdalena del Mar;89.0;3.0;2.0;-12.0862;-77.06996;130000.0;
7978;Departamento en Venta San Miguel, Lima;San Miguel;88.0;3.0;2.0;-12.077136;-77.10189400000002;130000.0;
7979;Departamento en Venta San Miguel, Lima;San Miguel;85.0;3.0;2.0;-12.077136;-77.10189400000002;127000.0;
7980;Departamento en Venta San Miguel, Lima;San Miguel;88.0;3.0;2.0;-12.077136;-77.10189400000002;141000.0;
7981;Departamento en Venta San Miguel, Lima;San Miguel;88.0;3.0;2.0;-12.077136;-77.10189400000002;130000.0;
7982;Departamento en Venta Las Cantutas, Santiago De Surco, Lima;Santiago de Surco;340.0;4.0;4.0;-12.13025;-76.9698;500000.0;
7983;Departamento en Venta San Miguel, Lima;San Miguel;82.0;3.0;2.0;-12.077136;-77.10189400000002;133000.0;
7984;Departamento en Venta San Miguel, Lima;San Miguel;86.0;3.0;2.0;-12.077136;-77.10189400000002;129000.0;
7985;Departamento en Venta Garcilazo De La Vega 2550, Lince, Lima;Lince;94.0;2.0;2.0;-12.090403199999999;-77.03992849999997;135000.0;
7986;Departamento en Venta Calle Alfa Y Omega Nro 161 La Calera De La Merced, Surquillo, Lima;Surquillo;74.0;3.0;2.0;-12.119028199999999;-77.00304349999998;150000.0;
7987;Departamento en Venta Chorrillos, Lima;Chorrillos;94.0;3.0;2.0;-12.2076513;-77.01548209999999;120000.0;
7988;Departamento en Venta La Victoria, Lima;La Victoria;47.0;2.0;1.0;-12.0613336;-77.01442320000002;105000.0;
7989;Departamento en Venta 26 De Noviembre, Villa Maria Del Triunfo, Lima;Villa Maria del Triunfo;50.0;2.0;1.0;-12.17486811753122;-76.93334787363278;17000.0;
7990;Departamento en Venta J.  Prado Cuadra 65, La Molina, Lima;La Molina;106.0;3.0;2.0;-12.065567113584645;-76.94262568079829;190000.0;
7991;Departamento en Venta 800, San Miguel, Lima;San Miguel;140.0;4.0;3.0;-12.081363099999999;-76.9928673;135000.0;
7992;Departamento en Venta Miraflores, Lima;Miraflores;283.0;4.0;4.0;-12.111174;-77.031176;752000.0;
7993;Departamento en Venta Javier Prado Oeste 1600, San Isidro, Lima;San Isidro;211.0;3.0;3.0;-12.0971829;-77.03258499999998;440000.0;
7994;Departamento en Venta Avenida Los Eucaliptos, San Isidro, Lima;San Isidro;200.0;4.0;2.5;-11.9888399;-77.0950838;400000.0;
7995;Departamento en Venta Cl. Marqués De Monterrico 125, La Molina, Lima;La Molina;167.0;5.0;4.0;-12.105215199999998;-76.94034879999998;145000.0;
7996;Departamento en Venta Cercado De Lima, Lima;Cercado de Lima;156.0;4.0;3.0;-12.049946696198663;-77.07118904763792;130000.0;
